zip_2,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_bal,revol_util,mort_acc,credit_history,credit_line_ratio,balance_annual_income,fico_avg_score,installment_amnt_ratio
24,1.2806513409961686,13.37610153256705,5.200191570881226,23.04741379310345,6.499161877394636,3.9135536398467434,10.920731437225722,1.0883620689655173,2.5811781609195403,20.091784003831417,14570.283285440613,53.82375478927203,1.8354885057471264,5951.3876915708815,0.46134408307512537,0.23042464662537276,698.0356800766283,0.030882188429288547
25,1.321096654275093,13.036208178438661,5.280669144981412,23.440520446096656,6.520446096654275,3.967936802973978,11.045905531028003,1.0269516728624535,2.4270446096654275,19.44953066914498,15335.164962825278,53.36194702602231,1.9395910780669146,6039.717472118959,0.46515836608225064,0.225499484862483,699.2771840148699,0.030279002882647944
26,1.3054131054131055,13.24608547008547,5.193732193732194,23.099715099715098,6.182905982905983,3.9504273504273506,10.963390600702585,1.0592592592592593,2.5504273504273502,20.218045584045583,14487.588034188035,52.23413105413105,1.6376068376068376,5965.411396011396,0.4682953720767252,0.2314640630079331,699.1680911680912,0.03054389097073903
27,1.2733864599037978,13.233670040921819,5.220475267427669,23.1720870127073,6.011307344389404,3.807954627037117,11.056600597227485,1.085864024696676,2.6156220834230743,18.409866465647212,16794.16986144016,53.42519204537296,1.725608442817144,5911.80314451863,0.4995309585311141,0.21692515545858734,697.7230598032882,0.030885458899558807
28,1.2847266269186859,13.368822148928073,5.186350374223012,22.971901560319676,6.035265761765825,3.822846631992896,11.05589074924827,1.1057972852974756,2.6033236077635418,18.697919573766335,16896.179436762653,53.79737409615629,1.7669034631485474,5843.259799568692,0.49118135843049504,0.2214804175427023,696.6813713053406,0.030835118312058197
29,1.2711959573273441,13.340251062805807,5.195877115585144,23.020774845592364,6.115344509505094,3.8810459613379322,11.047816438771019,1.0973770754792653,2.6152241918665275,19.26096655169648,15861.468757519853,53.72421593005535,1.8485601989251623,6027.003208470362,0.48410747459002246,0.22157390921826145,697.2807812625331,0.03095710636795828
30,1.249589261369595,13.101412591323802,5.253644212954871,23.308316146397736,5.901912119411333,3.8010277204879923,11.132557365516366,1.1126297759289685,2.6911245499353305,18.23995071136435,17319.154822246303,52.84096549795505,1.8891879609885693,5902.7228650330335,0.4996765948926016,0.2098494931567726,696.8873177893522,0.03107648869534798
31,1.2731016307033438,13.627178389062758,5.110854883874156,22.611431395157304,6.664964585735464,3.856695766760007,11.014198085208648,1.1072310986657883,2.6545873826387747,20.106562345577334,15355.375061769066,54.39505847471587,1.7519354307362873,5803.801185966068,0.4719934369863858,0.22751693193389472,696.2999505847472,0.031079882784512985
32,1.2393083785523775,13.223392807872713,5.219212728777706,23.151292191667434,5.9233422238572615,3.729605444679481,11.011694859673142,1.0946380943621816,2.673365216591557,18.856927250988686,15330.718155063,52.61731260921549,1.6738710567460682,5819.913179435299,0.5017650884870857,0.2185355478035189,695.8676078359239,0.031242555553061317
33,1.222409209531475,13.233944294041608,5.224311602156045,23.146533011389966,5.719519036121071,3.64437452745055,11.050372443576192,1.1109729030999245,2.745591570937294,17.94736543011146,15799.97326894466,51.09744884271115,1.3372356771786054,5535.777737128363,0.5366095305575146,0.21321873823576235,695.4028560279017,0.03143159137547092
